iter	MultiClass
134	0.3649175455
135	0.3638684207
136	0.3616211591
137	0.3603416336
138	0.3588907123
139	0.3575228638
140	0.3562038938
141	0.3543351851
142	0.352225578
143	0.351096645
144	0.3479838694
145	0.3469340842
146	0.3450879638
147	0.3433013403
148	0.3414014366
149	0.3394946401
150	0.3372661423
151	0.335764139
152	0.3325741568
153	0.3310717218
154	0.329456834
155	0.3275531411
156	0.3259580146
157	0.3244124145
158	0.3226428956
159	0.3216666286
160	0.3200301
161	0.3184525306
162	0.3172501399
163	0.3157021729
164	0.3143983804
165	0.3126015499
166	0.3113913457
167	0.3099168603
168	0.3086824016
169	0.3071243911
170	0.3059693008
171	0.304669182
172	0.3032779166
173	0.3018244984
174	0.3003611083
175	0.2997556999
176	0.2984431536
177	0.2970076895
178	0.296333507
179	0.2946038156
180	0.2932300323
181	0.2914156413
182	0.2904411692
183	0.2887178247
184	0.2879484098
185	0.286707636
186	0.2859408588
187	0.2845133488
188	0.2825111268
189	0.2812999783
190	0.2806659579
191	0.2796118887
192	0.2784166409
193	0.2768311499
194	0.2758331898
195	0.2749414171
196	0.2736029439
197	0.2727286899
198	0.2709889084
199	0.2693708471
200	0.2683298216
201	0.2669266027
202	0.2656204202
203	0.2644140201
204	0.2630543011
205	0.2618704536
206	0.2606228112
207	0.2598932519
208	0.258713211
209	0.257669825
210	0.2568695307
211	0.2560319383
212	0.2550743442
213	0.2543065242
214	0.2536147524
215	0.2525096221
216	0.2515318305
217	0.2503061163
218	0.2490918627
219	0.2483218614
220	0.2472794964
221	0.2458158985
222	0.2446866075
223	0.2439077249
224	0.242938687
225	0.2422998898
226	0.2411612555
227	0.2398234991
228	0.2391465183
229	0.2379504455
230	0.237354781
231	0.2365532951
232	0.2355811862
233	0.2347014896
234	0.2337008924
235	0.2326593606
236	0.2320600085
237	0.2306263776
238	0.2295457119
239	0.2290342042
240	0.2274189357
241	0.2260351159
242	0.2251799242
243	0.2246875069
244	0.2238122534
245	0.2228931316
246	0.2219235446
247	0.2215109791
248	0.2205683436
249	0.2191020084
250	0.2176780647
251	0.2166622158
252	0.2161762038
253	0.2154438021
254	0.2146484532
255	0.2132787428
256	0.2123579956
257	0.2118500068
258	0.2110206775
259	0.2101036789
260	0.2093299574
261	0.2080232317
262	0.2069462581
263	0.2057548593
264	0.2050930987
265	0.2044761475
266	0.2036447476
267	0.2026768716
268	0.2017892971
269	0.2010150388
270	0.1998544595
271	0.1992404259
272	0.1985041715
273	0.197932605
274	0.1971711171
275	0.196706799
276	0.1959989084
277	0.1950501998
278	0.1941943706
279	0.1936623865
280	0.1931314115
281	0.1926011876
282	0.191646386
283	0.1912343615
284	0.1909270637
285	0.1902645866
286	0.189739433
287	0.1892169523
288	0.1884253616
289	0.1877350231
290	0.1869615833
291	0.1862557215
292	0.1857750266
293	0.1849410031
294	0.184382321
295	0.1839362119
296	0.1832165535
297	0.1824499887
298	0.1815908887
299	0.1811193041
300	0.1806856307
301	0.1803717018
302	0.179496416
303	0.1790137529
304	0.1782538002
305	0.1777519891
306	0.1771436497
307	0.1768170615
308	0.1759328404
309	0.1751032342
310	0.1744348521
311	0.1738679449
312	0.1733709556
313	0.1729959631
314	0.172288413
315	0.1716279576
316	0.171005898
317	0.1700691259
318	0.1694759202
319	0.1686846472
320	0.1681753323
321	0.1677065803
322	0.1670256342
323	0.166573158
324	0.1659455156
325	0.1654125001
326	0.1649134829
327	0.1645536509
328	0.1636846489
329	0.1628962355
330	0.1623298462
331	0.1615540985
332	0.1610885963
333	0.1604458823
334	0.1601104648
335	0.1594489948
336	0.1587619983
337	0.1584178153
338	0.1578668206
339	0.1574631691
340	0.1567789062
341	0.15618247
342	0.155174347
343	0.1544807929
344	0.1539066256
345	0.1534849324
346	0.1530780839
347	0.15257487
348	0.1521019622
349	0.1514365713
350	0.1510017776
351	0.1505366431
352	0.1501152249
353	0.1497086692
354	0.1494285058
355	0.1491419736
356	0.148733672
357	0.1482511409
358	0.1478594342
359	0.1470972416
360	0.146681175
361	0.1459637874
362	0.145664755
363	0.1453202412
364	0.1448530204
365	0.1446544782
366	0.1440791
367	0.1430474611
368	0.1426545729
369	0.1422687276
370	0.1416258919
371	0.141044389
372	0.140563771
373	0.1401044688
374	0.1397694357
375	0.1392870838
376	0.1387477594
377	0.1383550577
378	0.1377641598
379	0.1370619038
380	0.1366732097
381	0.1362930572
382	0.1355687904
383	0.1352472669
384	0.1348073944
385	0.1345393388
386	0.1339951433
387	0.1335113701
388	0.1330495912
389	0.1325410562
390	0.1322461086
391	0.1317033991
392	0.1313177479
393	0.1309420267
394	0.1306081647
395	0.1302505698
396	0.1299380002
397	0.1294321272
398	0.1289757362
399	0.1287393265
400	0.1283313186
401	0.1277117456
402	0.1274062527
403	0.1271341514
404	0.1268516482
405	0.1263416401
406	0.1259538786
407	0.1256391103
408	0.1252984658
409	0.1250315731
410	0.1247110146
411	0.1243055985
412	0.1238459283
413	0.1235299001
414	0.1231351398
415	0.1227340469
416	0.1224279446
417	0.1217594772
418	0.1216135678
419	0.1210498362
420	0.1207553932
421	0.1203331706
422	0.1197744245
423	0.1194743652
424	0.1191068973
425	0.1189690543
426	0.1187478371
427	0.1182172668
428	0.1176589591
429	0.1171275589
430	0.1166842606
431	0.116243967
432	0.115902987
433	0.1156101569
434	0.1152528071
435	0.1148933782
436	0.1144539078
437	0.1142470758
438	0.1139815343
439	0.1135800928
440	0.1131122847
441	0.1127400404
442	0.1123058402
443	0.1119218744
444	0.1113449742
445	0.1111393513
446	0.1107957506
447	0.1104095666
448	0.1101800754
449	0.1096959604
450	0.1093759383
451	0.1092248749
452	0.1088439534
453	0.1083646782
454	0.1081519178
455	0.1079475045
456	0.1075538904
457	0.1071097711
458	0.1068050492
459	0.1064776905
460	0.106148625
461	0.1056404074
462	0.1052682912
463	0.1050780856
464	0.1048257888
465	0.1044236536
466	0.1040963679
467	0.103650289
468	0.1035083479
469	0.103325244
470	0.1031554851
471	0.1028420454
472	0.1025675923
473	0.1023206384
474	0.1020234868
475	0.101662666
476	0.1014770954
477	0.1012416669
478	0.1011087021
479	0.1008675697
480	0.100676804
481	0.1003880875
482	0.1000837384
483	0.09982696148
484	0.09950348807
485	0.09904513333
486	0.09887746027
487	0.09847856426
488	0.09829516359
489	0.09792683472
490	0.09777826207
491	0.09731334338
492	0.09678616674
493	0.09644246125
494	0.09622141592
495	0.09594186768
496	0.09577836487
497	0.09563368444
498	0.0954949145
499	0.09529804504
500	0.09498790438
501	0.09474075104
502	0.09447098344
503	0.09426248174
504	0.09402092528
505	0.09381995164
506	0.09344098976
507	0.09325123798
508	0.09308073152
509	0.0928825726
510	0.09259518936
511	0.09245926704
512	0.09222392307
513	0.09206328532
514	0.09170708674
515	0.09138749153
516	0.09129262751
517	0.09098380098
518	0.09063420751
519	0.09043550429
520	0.0901430883
521	0.08999634035
522	0.08971478067
523	0.08939365255
524	0.08911260869
525	0.08887933339
526	0.08873144422
527	0.08837735085
528	0.08819743277
529	0.08785799292
530	0.0875634303
531	0.08732948849
532	0.08701843299
533	0.08683424304
534	0.0865687563
535	0.08639816538
536	0.08622689728
537	0.08592292411
538	0.08560915872
539	0.0854505691
540	0.08531605604
541	0.08509997477
542	0.08491239524
543	0.08470531382
544	0.0843914808
545	0.0841675286
546	0.08405450922
547	0.08378495841
548	0.08341809705
549	0.08304063405
550	0.08282002674
551	0.08263263411
552	0.08252269105
553	0.08232221899
554	0.08201685518
555	0.08180290277
556	0.08166042846
557	0.08140190523
558	0.08120649648
559	0.08108111109
560	0.08087625288
561	0.08070667361
562	0.08040597128
563	0.08025553589
564	0.08014298328
565	0.08000458043
566	0.07976610403
567	0.07951313874
568	0.07917109972
569	0.07898502966
570	0.07870080242
571	0.07859289947
572	0.07847698111
573	0.07835122176
574	0.07820807212
575	0.0780165138
576	0.07789035897
577	0.07767087465
578	0.07741452809
579	0.07722832476
580	0.07707443037
581	0.07695500129
582	0.07662901319
583	0.07650773362
584	0.07625230269
585	0.07609159788
586	0.0758098687
587	0.07562031793
588	0.07529045217
589	0.0751232651
590	0.07492924538
591	0.07474161392
592	0.07457163624
593	0.07433723789
594	0.07414300349
595	0.07382665047
596	0.07373744931
597	0.0734551045
598	0.07325260587
599	0.07304495956
600	0.07284403106
601	0.07266120017
602	0.0723468131
603	0.07214968228
604	0.07205392577
605	0.07195350014
606	0.07185106028
607	0.0717027816
608	0.07149739613
609	0.07119072994
610	0.07098468319
611	0.0707622748
612	0.07065186112
613	0.07046209463
614	0.07020385436
615	0.07004784015
616	0.0699095534
617	0.06969014598
618	0.06959168623
619	0.06949282204
620	0.06926737648
621	0.06918979563
622	0.0690864014
623	0.06897877993
624	0.0688492321
625	0.06856080129
626	0.0683682612
627	0.06819083178
628	0.06797644918
629	0.06788909099
630	0.0677377189
631	0.06759419177
632	0.06745605803
633	0.06724226147
634	0.06713719722
635	0.06696487129
636	0.06679835799
637	0.06663947201
638	0.06641778926
639	0.06623283652
640	0.06597631742
641	0.06577571458
642	0.06557351235
643	0.0654222497
644	0.06526377921
645	0.06509881306
646	0.06497541397
647	0.06475092202
648	0.0645928376
649	0.06445227857
650	0.06426172373
651	0.06406379345
652	0.06390998103
653	0.06376072605
654	0.06360598153
655	0.06353683668
656	0.06347831204
657	0.0633914251
658	0.06323896549
659	0.06315631656
660	0.06302083428
661	0.06285597177
662	0.0626896713
663	0.06255412049
664	0.06241411219
665	0.06221875513
666	0.06207634822
667	0.06197111035
668	0.06177343874
669	0.06165146496
670	0.06151249725
671	0.06133087198
672	0.06119988526
673	0.06106743459
674	0.0609377983
675	0.06079855731
676	0.06060649868
677	0.06050108675
678	0.06043536051
679	0.0602832214
680	0.06019093148
681	0.05997674369
682	0.05990343961
683	0.05966152062
684	0.05954867228
685	0.05947229322
686	0.05932243375
687	0.05914861655
688	0.0590340887
689	0.05892413843
690	0.0588244896
691	0.05875137612
692	0.05864832839
693	0.0584580522
694	0.05832637384
695	0.05827757495
696	0.05816116485
697	0.05807363434
698	0.05799764864
699	0.0579159616
700	0.0577704736
701	0.05765521407
702	0.05758486452
703	0.05749390249
704	0.05724978368
705	0.05709384817
706	0.05700011569
707	0.05687768727
708	0.05679637912
709	0.05669858312
710	0.05654656055
711	0.0563933661
712	0.05631382887
713	0.05622915542
714	0.05615709131
715	0.05605100051
716	0.05588423519
717	0.05579149592
718	0.05564074655
719	0.05550239597
720	0.05529164177
721	0.05517037786
722	0.05501530516
723	0.05491713672
724	0.05485784784
725	0.05470807977
726	0.05460313889
727	0.05449653906
728	0.05441896318
729	0.05433023266
730	0.05417103877
731	0.05400055256
732	0.05395244961
733	0.05392181119
734	0.05385123367
735	0.05373432778
736	0.0536531203
737	0.05349488105
738	0.05337115519
739	0.05325062863
740	0.05293733192
741	0.05276338369
742	0.05265344403
743	0.05257376694
744	0.05243011606
745	0.05230521831
746	0.05220127878
747	0.05208654002
748	0.05196151869
749	0.05186492841
750	0.05170408343
751	0.05156955083
752	0.05149428114
753	0.05141740418
754	0.05133102448
755	0.05122772087
756	0.05106007317
757	0.05089253963
758	0.05078041831
759	0.05067918369
760	0.05052932621
761	0.05042330205
762	0.05028230681
763	0.05015531655
764	0.05001513947
765	0.04993190749
766	0.0497377622
767	0.04967362612
768	0.04952431479
769	0.0494116763
770	0.04920227023
771	0.04909062867
772	0.04901683783
773	0.04894382372
774	0.04885492013
775	0.04875375086
776	0.04869196685
777	0.04859063996
778	0.04847066288
779	0.04837370712
780	0.04828090357
781	0.04818131608
782	0.04806448484
783	0.0479251285
784	0.04786703153
785	0.04777184584
786	0.04766150689
787	0.0475465649
788	0.04742450054
789	0.04736298929
790	0.04721885988
791	0.04716500198
792	0.04704344541
793	0.04691752165
794	0.04685074835
795	0.04677604313
796	0.04665847879
797	0.04658632406
798	0.04642702306
799	0.04637291731
800	0.04627527568
801	0.04619901988
802	0.04613171506
803	0.04600133083
804	0.04594260826
805	0.04583241469
806	0.04572730792
807	0.04563550912
808	0.04556616561
809	0.04550378984
810	0.0454060378
811	0.04534249131
812	0.04529146606
813	0.04521203561
814	0.0450783462
815	0.04494669506
816	0.04485286824
817	0.04472995032
818	0.04467637679
819	0.04450979194
820	0.04440485336
821	0.04433609505
822	0.04423110542
823	0.04413045089
824	0.04406303273
825	0.04396897016
826	0.04388820175
827	0.04378551823
828	0.04372776143
829	0.04363657738
830	0.04352465849
831	0.04345568025
832	0.04340991182
833	0.04331971116
834	0.0432430171
835	0.04318294498
836	0.04307440064
837	0.04299987022
838	0.04290099631
839	0.04279587188
840	0.0426745394
841	0.04258734788
842	0.04252174526
843	0.04247227471
844	0.04230159904
845	0.04221574054
846	0.04201932082
847	0.04195863367
848	0.04188151419
849	0.04181554464
850	0.04170541468
851	0.04165106539
852	0.04154338765
853	0.04141448087
854	0.04133795598
855	0.04122071904
856	0.04111779037
857	0.04105407356
858	0.04087537259
859	0.04077283976
860	0.04072127835
861	0.04058800365
862	0.04048151957
863	0.04042589309
864	0.04030939205
865	0.04023682275
866	0.04012345443
867	0.04004687131
868	0.03998656218
869	0.03989207367
870	0.03986180968
871	0.03977971943
872	0.0397008927
873	0.03965959638
874	0.03955478341
875	0.03944935174
876	0.03940288405
877	0.03932734598
878	0.03920946182
879	0.03909011119
880	0.03899490003
881	0.03893344409
882	0.03881797164
883	0.03873010148
884	0.03868324406
885	0.03863930411
886	0.03857810857
887	0.03853411897
888	0.03849166761
889	0.03842333977
890	0.0383343487
891	0.03828713574
892	0.03822197473
893	0.03807115886
894	0.03801682619
895	0.037907447
896	0.03783481699
897	0.03781049642
898	0.03776284195
899	0.03768752921
900	0.03761480112
901	0.0375674218
902	0.03751072237
903	0.03745512655
904	0.03733034274
905	0.03727186666
906	0.03716859749
907	0.03710236922
908	0.03704999687
909	0.03698863322
910	0.03695377792
911	0.0368960261
912	0.03686157237
913	0.03677710682
914	0.03666936502
915	0.0366095128
916	0.03647958125
917	0.03641368703
918	0.03630465689
919	0.03626732014
920	0.03619857731
921	0.0361295978
922	0.03606050074
923	0.03600618474
924	0.03596069863
925	0.03591241262
926	0.03587280223
927	0.03580782297
928	0.03574295395
929	0.03570037462
930	0.03563432717
931	0.03554507495
932	0.03547195672
933	0.03538233807
934	0.03534423323
935	0.03530443833
936	0.03523590199
937	0.03514403379
938	0.03511536114
939	0.03506988825
940	0.0350158611
941	0.03495870982
942	0.03487859038
943	0.03482302026
944	0.03474256822
945	0.03466369837
946	0.03463374332
947	0.03457016829
948	0.03446401883
949	0.03439717892
950	0.03433760011
951	0.034259645
952	0.03418835138
953	0.03415039958
954	0.03408790189
955	0.03401141084
956	0.03395955917
957	0.03392537577
958	0.03386931184
959	0.03374144755
960	0.03366967959
961	0.03361392261
962	0.03354712442
963	0.03350690739
964	0.03345048396
965	0.03337891779
966	0.03329667261
967	0.03322438993
968	0.03318060077
969	0.03313205423
970	0.03304163371
971	0.03296066525
972	0.03291577849
973	0.03284258068
974	0.03278907797
975	0.03270539528
976	0.03266554017
977	0.03257041311
978	0.03250319231
979	0.03247181394
980	0.0324342019
981	0.03236648784
982	0.03230255489
983	0.03225326961
984	0.03218250652
985	0.03215422513
986	0.03206670347
987	0.03201172972
988	0.03195767643
989	0.03190214948
990	0.03182965677
991	0.03177732674
992	0.03173069282
993	0.03165162819
994	0.0316050706
995	0.0315542283
996	0.03149401682
997	0.03144241567
998	0.03138975818
999	0.03135191316
